Name,Link
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS8NMA25031/?radius=100
2020 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2020/vin/1G1FZ6S05L4118664/?radius=100
2018 Tesla Model S P100D,https://www.edmunds.com/tesla/model-s/2018/vin/5YJSA1E48JF277246/?radius=100
2019 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA8KF421135/?radius=100
2019 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA8KF430871/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1RM4NMA35336/?radius=100
2018 Tesla Model S P100D,https://www.edmunds.com/tesla/model-s/2018/vin/5YJSA1E42JF277226/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1RM9NMA28740/?radius=100
2020 Nissan LEAF S Hatchback,https://www.edmunds.com/nissan/leaf/2020/vin/1N4AZ1BP3LC308489/?radius=100
2020 Porsche Taycan 4S,https://www.edmunds.com/porsche/taycan/2020/vin/WP0AB2Y1XLSA51749/?radius=100
2021 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2021/vin/5YJ3E1EA2MF027214/?radius=100
2021 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2021/vin/5YJ3E1EB9MF927360/?radius=100
2022 Tesla Model Y Performance,https://www.edmunds.com/tesla/model-y/2022/vin/7SAYGDEFXNF373562/?radius=100
2018 Tesla Model 3 Performance,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EB1JF055526/?radius=100
2021 Ford Mustang Mach-E Premium Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK3SU0MMA03889/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1SS6MMA41775/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1SS1MMA61299/?radius=100
2016 Tesla Model X 90D,https://www.edmunds.com/tesla/model-x/2016/vin/5YJXCDE26GF028937/?radius=100
2021 Volkswagen ID.4 AWD Pro S (Statement),https://www.edmunds.com/volkswagen/id4/2021/vin/WVGGNPE21MP057691/?radius=100
2020 Jaguar I-PACE HSE Hatchback,https://www.edmunds.com/jaguar/i-pace/2020/vin/SADHD2S16L1F81633/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1SS8MMA24539/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1RMXNMA17259/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1RM8NMA13825/?radius=100
2022 Polestar 2 Long Range Single Motor Hatchback,https://www.edmunds.com/polestar/2/2022/vin/LPSEG3KA5NL078250/?radius=100
2021 Hyundai Kona Electric SEL,https://www.edmunds.com/hyundai/kona-electric/2021/vin/KM8K23AG2MU132445/?radius=100
2020 Porsche Taycan 4S,https://www.edmunds.com/porsche/taycan/2020/vin/WP0AB2Y1XLSA54280/?radius=100
2019 Volkswagen e-Golf SE Hatchback,https://www.edmunds.com/volkswagen/e-golf/2019/vin/WVWKR7AU2KW913478/?radius=100
2015 Chevrolet Spark EV 2LT Hatchback,https://www.edmunds.com/chevrolet/spark-ev/2015/vin/KL8CL6S04FC741837/?radius=100
2014 Toyota RAV4 EV Base,https://www.edmunds.com/toyota/rav4-ev/2014/vin/2T3YL4DV4EW002568/?radius=100
2020 Tesla Model Y Performance,https://www.edmunds.com/tesla/model-y/2020/vin/5YJYGDEF1LF037650/?radius=100
2020 Tesla Model Y Performance,https://www.edmunds.com/tesla/model-y/2020/vin/5YJYGDEF7LF004202/?radius=100
2016 Mercedes-Benz B-Class Electric Drive B 250e Hatchback,https://www.edmunds.com/mercedes-benz/b-class-electric-drive/2016/vin/WDDVP9AB3GJ008951/?radius=100
2020 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2020/vin/1G1FZ6S06L4119659/?radius=100
2018 Tesla Model X 100D,https://www.edmunds.com/tesla/model-x/2018/vin/5YJXCDE26JF088188/?radius=100
2016 Tesla Model S P100D,https://www.edmunds.com/tesla/model-s/2016/vin/5YJSA1E42GF159413/?radius=100
2019 Hyundai Ioniq Electric Limited Hatchback,https://www.edmunds.com/hyundai/ioniq-electric/2019/vin/KMHC05LH8KU045156/?radius=100
2021 Nissan LEAF SV PLUS Hatchback,https://www.edmunds.com/nissan/leaf/2021/vin/1N4BZ1CV1MC555660/?radius=100
2021 Audi e-tron Prestige,https://www.edmunds.com/audi/e-tron/2021/vin/WA1VABGE2MB002921/?radius=100
2019 Hyundai Kona Electric Ultimate,https://www.edmunds.com/hyundai/kona-electric/2019/vin/KM8K53AG1KU053725/?radius=100
2016 Mercedes-Benz B-Class Electric Drive B 250e Hatchback,https://www.edmunds.com/mercedes-benz/b-class-electric-drive/2016/vin/WDDVP9ABXGJ010096/?radius=100
2021 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2021/vin/5YJYGDEE0MF161790/?radius=100
2016 Volkswagen e-Golf SEL Premium Hatchback,https://www.edmunds.com/volkswagen/e-golf/2016/vin/WVWPP7AU4GW912688/?radius=100
2019 Audi e-tron Premium Plus quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1LAAGE4KB014048/?radius=100
2021 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2021/vin/5YJ3E1EA9MF853820/?radius=100
2019 Hyundai Ioniq Electric Limited Hatchback,https://www.edmunds.com/hyundai/ioniq-electric/2019/vin/KMHC05LH5KU036169/?radius=100
2022 Audi e-tron Premium Plus,https://www.edmunds.com/audi/e-tron/2022/vin/WA1LAAGE3NB005281/?radius=100
2014 Chevrolet Spark EV 2LT Hatchback,https://www.edmunds.com/chevrolet/spark-ev/2014/vin/KL8CL6S02EC400466/?radius=100
2019 Audi e-tron Premium Plus quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1LAAGE1KB011804/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1RM4MMA23749/?radius=100
2019 Tesla Model X Long Range,https://www.edmunds.com/tesla/model-x/2019/vin/5YJXCDE20KF199398/?radius=100
2021 MINI Hardtop 2 Door Cooper SE Hatchback,https://www.edmunds.com/mini/hardtop-2-door/2021/vin/WMWXP3C05M2P05553/?radius=100
2019 Tesla Model 3 Mid Range,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA8KF302520/?radius=100
2021 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2021/vin/5YJYGDEE9MF121403/?radius=100
2021 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2021/vin/5YJYGDEE7MF079328/?radius=100
2020 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2020/vin/5YJYGDEE6LF053043/?radius=100
2022 Tesla Model Y Performance,https://www.edmunds.com/tesla/model-y/2022/vin/7SAYGDEFXNF494012/?radius=100
2020 Hyundai Ioniq Electric Limited Hatchback,https://www.edmunds.com/hyundai/ioniq-electric/2020/vin/KMHC85LJ7LU061040/?radius=100
2021 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2021/vin/1G1FZ6S07M4100197/?radius=100
2022 MINI Hardtop 2 Door Cooper SE Hatchback,https://www.edmunds.com/mini/hardtop-2-door/2022/vin/WMW13DJ00N2P64070/?radius=100
2020 Chevrolet Bolt EV LT Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2020/vin/1G1FY6S07L4133122/?radius=100
2017 Nissan LEAF S Hatchback,https://www.edmunds.com/nissan/leaf/2017/vin/1N4BZ0CP2HC309766/?radius=100
2022 Tesla Model S Base,https://www.edmunds.com/tesla/model-s/2022/vin/5YJSA1E57NF493460/?radius=100
2019 Kia Niro EV EX,https://www.edmunds.com/kia/niro-ev/2019/vin/KNDCC3LG4K5024192/?radius=100
2019 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA5KF431623/?radius=100
2015 Volkswagen e-Golf SEL Premium Hatchback,https://www.edmunds.com/volkswagen/e-golf/2015/vin/WVWPP7AU9FW902950/?radius=100
2018 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EA5JF157158/?radius=100
2022 Ford E-Transit Cargo Van 350 Medium Roof,https://www.edmunds.com/ford/e-transit-cargo-van/2022/vin/1FTBW9CK9NKA41828/?radius=100
2021 Ford Mustang Mach-E Premium Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK3SUXMMA26970/?radius=100
2016 smart fortwo electric drive coupe Hatchback,https://www.edmunds.com/smart/fortwo/2016/vin/WMEEJ9AAXGK841788/?radius=100
2020 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2020/vin/5YJ3E1EA6LF799410/?radius=100
2022 Mazda MX-30 Premium Plus,https://www.edmunds.com/mazda/mx-30/2022/vin/JM1DRADB6N0100829/?radius=100
2015 Nissan LEAF S Hatchback,https://www.edmunds.com/nissan/leaf/2015/vin/1N4AZ0CP7FC331318/?radius=100
2019 Tesla Model X P100D,https://www.edmunds.com/tesla/model-x/2019/vin/5YJXCBE41KF180817/?radius=100
2021 Ford Mustang Mach-E Premium Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK3SU7MMA03582/?radius=100
2020 Porsche Taycan Turbo,https://www.edmunds.com/porsche/taycan/2020/vin/WP0AC2Y19LSA70189/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS8NMA25336/?radius=100
2022 MINI Hardtop 2 Door Cooper SE Hatchback,https://www.edmunds.com/mini/hardtop-2-door/2022/vin/WMW13DJ02N2R64271/?radius=100
2021 Tesla Model X Long Range,https://www.edmunds.com/tesla/model-x/2021/vin/5YJXCDE28MF322299/?radius=100
2018 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EA1JF007595/?radius=100
2020 Nissan LEAF SL PLUS Hatchback,https://www.edmunds.com/nissan/leaf/2020/vin/1N4BZ1DP9LC304612/?radius=100
2022 Ford Mustang Mach-E GT Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK4SE0NMA04220/?radius=100
2022 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EB8NF305771/?radius=100
2020 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2020/vin/1G1FZ6S08L4148466/?radius=100
2022 Kia Niro EV S,https://www.edmunds.com/kia/niro-ev/2022/vin/KNDCC3LG4N5159564/?radius=100
2022 Ford Mustang Mach-E GT Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK4SE3NMA08780/?radius=100
2022 Polestar 2 Long Range Single Motor Hatchback,https://www.edmunds.com/polestar/2/2022/vin/LPSEG3KAXNL067065/?radius=100
2023 Tesla Model 3 Base,https://www.edmunds.com/tesla/model-3/2023/vin/5YJ3E1EA0PF454699/?radius=100
2022 BMW i4 eDrive40,https://www.edmunds.com/bmw/i4/2022/vin/WBY73AW04NFM76337/?radius=100
2022 Tesla Model S Base,https://www.edmunds.com/tesla/model-s/2022/vin/5YJSA1E53NF475652/?radius=100
2022 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EB7NF270625/?radius=100
2023 Polestar 2 Long Range Dual Motor Hatchback,https://www.edmunds.com/polestar/2/2023/vin/YSMED3KA4PL120690/?radius=100
2022 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EB8NF106834/?radius=100
2021 Tesla Model S Base,https://www.edmunds.com/tesla/model-s/2021/vin/5YJSA1E55MF455286/?radius=100
2022 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EB4NF173818/?radius=100
2015 Chevrolet Spark EV 2LT Hatchback,https://www.edmunds.com/chevrolet/spark-ev/2015/vin/KL8CL6S01FC749572/?radius=100
2019 Nissan LEAF SV Hatchback,https://www.edmunds.com/nissan/leaf/2019/vin/1N4AZ1CPXKC306395/?radius=100
2022 Ford E-Transit Cargo Van 350 Medium Roof,https://www.edmunds.com/ford/e-transit-cargo-van/2022/vin/1FTBW9CK0NKA42172/?radius=100
2022 Ford Mustang Mach-E GT Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK4SE5NMA07873/?radius=100
2018 Tesla Model 3 Mid Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EA9JF172911/?radius=100
2023 Ford F-150 Lightning Lariat SuperCrew,https://www.edmunds.com/ford/f-150-lightning/2023/vin/1FT6W1EV6PWG04825/?radius=100
2022 Kia Niro EV EX,https://www.edmunds.com/kia/niro-ev/2022/vin/KNDCC3LG7N5155945/?radius=100
2022 Audi e-tron Sportback Premium Plus S line,https://www.edmunds.com/audi/e-tron-sportback/2022/vin/WA12AAGE4NB003759/?radius=100
2019 Tesla Model X P100D,https://www.edmunds.com/tesla/model-x/2019/vin/5YJXCDE4XKF185445/?radius=100
2022 Tesla Model X Base,https://www.edmunds.com/tesla/model-x/2022/vin/7SAXCAE52NF344070/?radius=100
2017 Chevrolet Bolt EV LT Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2017/vin/1G1FW6S0XH4188998/?radius=100
2022 Ford Mustang Mach-E Premium Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK3RM5NMA02051/?radius=100
2021 Hyundai Ioniq Electric Limited Hatchback,https://www.edmunds.com/hyundai/ioniq-electric/2021/vin/KMHC85LJ0MU077243/?radius=100
2018 Nissan LEAF SV Hatchback,https://www.edmunds.com/nissan/leaf/2018/vin/1N4AZ1CP3JC302204/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS2NMA13893/?radius=100
2022 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EBXNF197038/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS7NMA17499/?radius=100
2018 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2018/vin/1G1FX6S06J4140076/?radius=100
2022 Chevrolet Bolt EV 2LT Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2022/vin/1G1FX6S08N4103293/?radius=100
2022 MINI Hardtop 2 Door Cooper SE Hatchback,https://www.edmunds.com/mini/hardtop-2-door/2022/vin/WMW13DJ0XN2P66957/?radius=100
2019 Jaguar I-PACE SE Hatchback,https://www.edmunds.com/jaguar/i-pace/2019/vin/SADHC2S1XK1F72838/?radius=100
2023 Porsche Taycan GTS,https://www.edmunds.com/porsche/taycan/2023/vin/WP0AD2Y10PSA47872/?radius=100
2016 Tesla Model S P90D,https://www.edmunds.com/tesla/model-s/2016/vin/5YJSA1E46GF142517/?radius=100
2018 Nissan LEAF SL Hatchback,https://www.edmunds.com/nissan/leaf/2018/vin/1N4AZ1CP5JC315794/?radius=100
2018 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EA7JF003406/?radius=100
2021 MINI Hardtop 2 Door Cooper SE Hatchback,https://www.edmunds.com/mini/hardtop-2-door/2021/vin/WMWXP3C07M2N64470/?radius=100
2016 Nissan LEAF SV Hatchback,https://www.edmunds.com/nissan/leaf/2016/vin/1N4BZ0CP1GC312348/?radius=100
2022 Hyundai IONIQ 5 SEL,https://www.edmunds.com/hyundai/ioniq-5/2022/vin/KM8KNDAF3NU102795/?radius=100
2019 Audi e-tron Prestige quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1VAAGE5KB017467/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1SS5MMA55117/?radius=100
2017 Nissan LEAF S Hatchback,https://www.edmunds.com/nissan/leaf/2017/vin/1N4BZ0CP3HC308500/?radius=100
2018 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EB7JF055871/?radius=100
2019 Audi e-tron Premium Plus quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1LAAGE6KB024788/?radius=100
2023 Genesis GV60 Performance,https://www.edmunds.com/genesis/gv60/2023/vin/KMUKEDTB7PU003458/?radius=100
2018 FIAT 500e Battery Electric Hatchback,https://www.edmunds.com/fiat/500e/2018/vin/3C3CFFGE6JT466752/?radius=100
2019 Audi e-tron Premium Plus quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1LAAGEXKB007881/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS3NMA19136/?radius=100
2022 Kia Niro EV EX Premium,https://www.edmunds.com/kia/niro-ev/2022/vin/KNDCE3LG6N5120985/?radius=100
2016 Tesla Model S P90D,https://www.edmunds.com/tesla/model-s/2016/vin/5YJSA1E41GF128394/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1SS5NMA20577/?radius=100
2022 Chevrolet Bolt EUV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-euv/2022/vin/1G1FZ6S07N4113999/?radius=100
2018 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2018/vin/5YJ3E1EAXJF031054/?radius=100
2019 Hyundai Ioniq Electric Limited Hatchback,https://www.edmunds.com/hyundai/ioniq-electric/2019/vin/KMHC05LH1KU044690/?radius=100
2022 Audi e-tron Sportback Premium S line,https://www.edmunds.com/audi/e-tron-sportback/2022/vin/WA11AAGE5NB026558/?radius=100
2019 Kia Niro EV EX Premium,https://www.edmunds.com/kia/niro-ev/2019/vin/KNDCE3LG3K5026140/?radius=100
2020 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2020/vin/5YJYGDEE6LF013545/?radius=100
2019 Tesla Model S 75D,https://www.edmunds.com/tesla/model-s/2019/vin/5YJSA1E24KF302174/?radius=100
2014 BMW i3 Base Hatchback,https://www.edmunds.com/bmw/i3/2014/vin/WBY1Z2C56EV284739/?radius=100
2016 Tesla Model X 75D,https://www.edmunds.com/tesla/model-x/2016/vin/5YJXCDE25GF026158/?radius=100
2020 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2020/vin/5YJ3E1EB6LF638063/?radius=100
2019 Tesla Model 3 Standard Range,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA4KF312011/?radius=100
2022 Tesla Model 3 Base,https://www.edmunds.com/tesla/model-3/2022/vin/5YJ3E1EA1NF207916/?radius=100
2020 Tesla Model 3 Long Range,https://www.edmunds.com/tesla/model-3/2020/vin/5YJ3E1EB5LF635915/?radius=100
2022 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2022/vin/3FMTK1RM6NMA14312/?radius=100
2021 Ford Mustang Mach-E Select Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK1SS9MMA39230/?radius=100
2019 Hyundai Kona Electric Limited,https://www.edmunds.com/hyundai/kona-electric/2019/vin/KM8K33AG3KU045776/?radius=100
2017 Kia Soul EV +,https://www.edmunds.com/kia/soul-ev/2017/vin/KNDJX3AE3H7019379/?radius=100
2016 Nissan LEAF S Hatchback,https://www.edmunds.com/nissan/leaf/2016/vin/1N4AZ0CP2GC303752/?radius=100
2020 Jaguar I-PACE SE Hatchback,https://www.edmunds.com/jaguar/i-pace/2020/vin/SADHC2S1XL1F86983/?radius=100
2017 Nissan LEAF SV Hatchback,https://www.edmunds.com/nissan/leaf/2017/vin/1N4BZ0CP6HC300102/?radius=100
2014 BMW i3 Base Hatchback,https://www.edmunds.com/bmw/i3/2014/vin/WBY1Z2C53EV284388/?radius=100
2018 Tesla Model S 75D,https://www.edmunds.com/tesla/model-s/2018/vin/5YJSA1E27JF281464/?radius=100
2019 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2019/vin/5YJ3E1EA4KF430673/?radius=100
2020 Tesla Model 3 Standard Range Plus,https://www.edmunds.com/tesla/model-3/2020/vin/5YJ3E1EA9LF802462/?radius=100
2017 Kia Soul EV +,https://www.edmunds.com/kia/soul-ev/2017/vin/KNDJX3AEXH7019024/?radius=100
2015 Volkswagen e-Golf SEL Premium Hatchback,https://www.edmunds.com/volkswagen/e-golf/2015/vin/WVWPP7AU6FW910276/?radius=100
2021 Ford Mustang Mach-E Premium Hatchback,https://www.edmunds.com/ford/mustang-mach-e/2021/vin/3FMTK3SU2MMA10214/?radius=100
2021 Tesla Model Y Long Range,https://www.edmunds.com/tesla/model-y/2021/vin/5YJYGDEE9MF279577/?radius=100
2018 Tesla Model X 75D,https://www.edmunds.com/tesla/model-x/2018/vin/5YJXCDE24JF109300/?radius=100
2014 Tesla Model S P85,https://www.edmunds.com/tesla/model-s/2014/vin/5YJSA1H18EFP43507/?radius=100
2020 Tesla Model 3 Performance,https://www.edmunds.com/tesla/model-3/2020/vin/5YJ3E1ECXLF641167/?radius=100
2017 Tesla Model X 100D,https://www.edmunds.com/tesla/model-x/2017/vin/5YJXCBE21HF075668/?radius=100
2018 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2018/vin/1G1FX6S03J4110842/?radius=100
2022 Tesla Model Y Performance,https://www.edmunds.com/tesla/model-y/2022/vin/7SAYGDEF2NF307250/?radius=100
2017 Chevrolet Bolt EV Premier Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2017/vin/1G1FX6S00H4155716/?radius=100
2019 Nissan LEAF SV PLUS Hatchback,https://www.edmunds.com/nissan/leaf/2019/vin/1N4BZ1CP0KC321329/?radius=100
2019 Audi e-tron Premium Plus quattro,https://www.edmunds.com/audi/e-tron/2019/vin/WA1LAAGE7KB023908/?radius=100
2016 Kia Soul EV Base,https://www.edmunds.com/kia/soul-ev/2016/vin/KNDJP3AE8G7013768/?radius=100
2017 Chevrolet Bolt EV LT Hatchback,https://www.edmunds.com/chevrolet/bolt-ev/2017/vin/1G1FW6S04H4162073/?radius=100
2014 Toyota RAV4 EV Base,https://www.edmunds.com/toyota/rav4-ev/2014/vin/2T3YL4DV3EW003081/?radius=100
